,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
2253534,35436,zzw-222@63s-wgb-snq,sg:e129e91963684e4bbffa8ef0c662414b,,,Antietam Tractor & Equipment,20927 Leitersburg Pike,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,33,29,"[1,1,0,0,3,0,1,2,0,0,0,3,2,2,4,1,1,0,1,2,1,1,0,0,0,2,1,0,1,3]",240430102002,"{""450070101032"":4,""240430116001"":4,""391650320053"":4,""540279682003"":4,""420550120005"":4,""240217707003"":4}","{""240217528011"":6,""240430101001"":4,""240430102003"":4,""540279682003"":4,""420550103005"":4,""240217753026"":4,""240430114001"":4,""240217707003"":4,""420550121001"":4}","{""US"":29}",26832.0,11.0,"{""<5"":0,""5-10"":16,""11-20"":7,""21-60"":9,""61-120"":1,""121-240"":0,"">240"":0}",{},"{""Sheetz"":65,""Exxon Mobil"":51,""Lowe's"":50,""McDonald's"":44,""Tractor Supply Co."":36,""Sunoco"":35,""CVS"":33,""Walmart"":30,""Dollar General"":28,""International Trucks"":20,""Love's Travel Stops and Country Stores"":19,""Texas Roadhouse"":19,""Simon mall"":19,""Goodwill Industries"":18,""Family Dollar Stores"":18,""Walgreens"":17,""Sam's Club"":17,""Roy Rogers"":17,""Dairy Queen"":17,""Dunkin'"":17}","[0,0,0,0,0,0,0,1,2,3,3,5,5,9,8,5,3,1,0,0,0,0,0,0]","{""Monday"":9,""Tuesday"":5,""Wednesday"":4,""Thursday"":9,""Friday"":5,""Saturday"":1,""Sunday"":0}","{""android"":14,""ios"":15}"
2254623,36526,zzw-222@63s-wh9-zvf,sg:46f147b5ff6e4a939bc50ecabe346886,,,Pura Vida Coffee,14035 Pennsylvania Ave,Fountainhead-Orchard Hills,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,84,52,"[3,3,6,1,2,6,0,2,4,5,1,2,2,2,2,4,6,0,4,3,3,1,2,8,1,2,2,2,3,2]",240430103002,"{""240430103002"":7,""240430105003"":6,""420550117003"":4,""240430106003"":4,""420550119002"":4,""420550118001"":4,""240430104001"":4,""420550116002"":4,""420550122002"":4,""420550117002"":4,""420550117004"":4,""361150900003"":4,""420550121001"":4,""540039711012"":4,""540039714001"":4}","{""240430103002"":8,""240430103001"":5,""420550121001"":5,""240430106003"":4,""361150900003"":4,""540039714001"":4,""240430001002"":4,""240430006011"":4,""240217756002"":4,""420550123003"":4,""420550117002"":4,""240430006021"":4}","{""US"":51}",10521.0,25.0,"{""<5"":0,""5-10"":34,""11-20"":7,""21-60"":9,""61-120"":22,""121-240"":11,"">240"":1}","{""Dollar General"":48,""United States Postal Service (USPS)"":33,""Dunkin'"":24}","{""Sheetz"":68,""Chick-fil-A"":33,""Wendy's"":33,""Walmart"":32,""Starbucks"":32,""Martin's Foods"":29,""Lowe's"":25,""McDonald's"":23,""Exxon Mobil"":23,""Dollar General"":22,""Taco Bell"":21,""Goodwill Industries"":21,""CVS"":18,""Dunkin'"":17,""Simon mall"":17,""International Trucks"":17,""PetSmart"":15,""Panera Bread"":15,""Rutter's Farm Stores"":15,""Target"":14}","[0,0,0,0,1,0,0,7,17,26,28,16,13,11,15,13,3,2,2,1,1,1,0,0]","{""Monday"":10,""Tuesday"":13,""Wednesday"":7,""Thursday"":11,""Friday"":15,""Saturday"":25,""Sunday"":3}","{""android"":32,""ios"":23}"
2262311,44221,222-223@63s-ws6-jsq,sg:0efa54f85a5048b4aa77fa1007a6e6dc,,,Elisabeth House Group Home,16140 Trickling Spring Ln,Wilson-Conococheague,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,9,3,"[2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0]",240430105003,{},{},"{""US"":4}",,182.0,"{""<5"":0,""5-10"":3,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":4}",{},"{""PIVOT Physical Therapy"":33,""Southern States Cooperative"":33,""Ten Thousand Villages"":33,""LEDO Pizza"":33,""Primanti Bros."":33,""Mission BBQ"":33,""CARQUEST Auto Parts"":33,""Bob Evans"":33,""Kirkland's"":33,""Red Robin Gourmet Burgers"":33,""Marshalls"":33,""Best Buy"":32,""CITGO"":32,""Advance Auto Parts"":32,""Five Below"":32,""ALDI"":32,""Olive Garden"":32,""Hobby Lobby Stores"":32,""Simon mall"":31,""United States Postal Service (USPS)"":31}","[2,2,2,2,2,2,2,2,3,2,2,5,2,4,4,4,5,4,4,3,2,2,2,2]","{""Monday"":1,""Tuesday"":0,""Wednesday"":0,""Thursday"":2,""Friday"":3,""Saturday"":3,""Sunday"":0}","{""android"":4,""ios"":0}"
2267777,49690,225-222@63s-ws9-35z,sg:fa12340b56394df080a68ede30fb8e6e,,,Nou Care Ministries,12419 Fallen Timbers Cir,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,42,12,"[0,0,0,2,2,0,2,1,0,0,0,3,2,3,4,1,0,0,2,1,1,2,2,0,3,2,2,3,1,3]",240430104004,"{""240430006021"":4,""511710402012"":4}","{""240430006021"":4,""540610106004"":4}","{""US"":11}",24780.0,83.5,"{""<5"":0,""5-10"":3,""11-20"":2,""21-60"":11,""61-120"":10,""121-240"":4,"">240"":12}","{""Marshalls"":50,""Saks Off Fifth"":33}","{""Sheetz"":66,""Starbucks"":50,""McDonald's"":43,""Chick-fil-A"":43,""Walmart"":40,""Simon mall"":40,""Dunkin'"":38,""Lowe's"":36,""Rita's Italian Ice"":33,""Toyota"":33,""Marshalls"":33,""Kohl's"":31,""Family Dollar Stores"":30,""Burger King"":28,""Wendy's"":27,""Taco Bell"":27,""Target"":26,""Fresenius Kidney Care"":25,""Nissan"":25,""Sam's Club Fuel Center"":23}","[5,5,5,5,5,5,8,13,13,10,13,14,15,12,10,16,12,11,7,4,7,4,4,5]","{""Monday"":9,""Tuesday"":5,""Wednesday"":9,""Thursday"":8,""Friday"":6,""Saturday"":0,""Sunday"":5}","{""android"":5,""ios"":7}"
2269291,51206,228-222@63s-wh2-v2k,sg:80c04db1b88446f89e92b07b121e89d2,,,Tiger Rock Martial Arts,12814 Shank Farm Way Ste I,Hagerstown,MD,21742,SG_BRAND_3819b4b88d9159eb,Tiger Rock Martial Arts,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,282,194,"[12,14,11,6,4,7,11,8,6,8,8,12,5,14,7,10,15,6,9,10,14,10,13,13,7,7,7,9,11,8]",240430112021,"{""240430112021"":17,""240430103003"":11,""240430001001"":10,""240430005003"":8,""420550122001"":6,""240430102004"":6,""240430114001"":5,""240430103002"":5,""240430113013"":5,""240430001002"":5,""240430002002"":5,""240430111004"":4,""240430009003"":4,""240430104002"":4,""420550119004"":4,""240430102002"":4,""540039712012"":4,""420550121001"":4,""240430113011"":4,""420550119003"":4,""420550123001"":4,""420550125011"":4,""240430010013"":4,""240430108012"":4,""240217529001"":4,""240430112023"":4,""240430006021"":4,""240430003012"":4,""240430109002"":4,""240430114003"":4,""240430115001"":4,""240430113021"":4,""420550118002"":4,""240430109001"":4,""240430102003"":4,""240430113022"":4,""240430103001"":4,""540659708002"":4}","{""240430112021"":16,""240430103003"":14,""240430001001"":8,""240430103001"":6,""240430002003"":5,""240430001002"":5,""240430111004"":5,""420550122002"":4,""240430003022"":4,""420550122001"":4,""240430106001"":4,""540039712011"":4,""540039712014"":4,""240430103002"":4,""240430009003"":4,""420550109001"":4,""240430002002"":4,""420550125011"":4,""240430113013"":4,""240430111003"":4,""240430108012"":4,""240430104002"":4,""420550117002"":4,""240430115001"":4,""420550124002"":4,""240430104003"":4,""240430108011"":4,""240430102004"":4,""420550117004"":4,""420550121002"":4,""240430112014"":4,""540039712012"":4,""240430102003"":4}","{""US"":191}",5251.0,19.5,"{""<5"":22,""5-10"":101,""11-20"":23,""21-60"":89,""61-120"":33,""121-240"":8,"">240"":6}","{""Weis Markets"":20,""Lowe's"":15,""Marshalls"":14,""Dairy Queen"":14,""Noodles & Company"":12,""Toyota"":12,""Subway"":11,""The Green Turtle"":10,""Bed Bath & Beyond"":10,""Sheetz"":9,""GameStop"":7,""Friendly's"":7,""Starbucks"":6,""McDonald's"":5}","{""Sheetz"":57,""McDonald's"":47,""Walmart"":43,""Lowe's"":36,""Weis Markets"":35,""Martin's Foods"":32,""Dunkin'"":32,""Dollar General"":31,""Exxon Mobil"":28,""CVS"":26,""Fresenius Kidney Care"":24,""Starbucks"":22,""Wendy's"":22,""Simon mall"":22,""Chick-fil-A"":21,""Taco Bell"":20,""Burger King"":18,""Sam's Club"":16,""Dairy Queen"":16,""Dollar Tree"":15}","[1,1,1,1,1,2,6,10,19,22,29,36,47,45,36,30,41,46,42,29,12,3,3,1]","{""Monday"":32,""Tuesday"":29,""Wednesday"":48,""Thursday"":48,""Friday"":51,""Saturday"":47,""Sunday"":27}","{""android"":71,""ios"":124}"
2270874,52791,222-223@63s-wh9-fmk,sg:138196576b8d466db59ddee6b4648cac,,,ROCS,18404 Maugans Ave,Fountainhead-Orchard Hills,MD,21742,SG_BRAND_157f367cf4a483f0,ROCS,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,738,551,"[24,34,29,32,22,24,27,25,31,46,25,16,21,25,20,25,25,17,24,17,13,26,30,35,22,16,21,23,16,27]",240430103001,"{""240430104002"":25,""240430103002"":16,""240430103003"":12,""240430104003"":10,""240430112021"":9,""240430103001"":9,""420550116003"":8,""420550117002"":7,""420912016074"":6,""370190203041"":6,""240430102003"":6,""240430009001"":6,""420550119003"":6,""240430102004"":5,""240430005002"":5,""510690508011"":5,""240338067141"":5,""420550117003"":5,""540039712021"":4,""360191001005"":4,""361190084031"":4,""340057022072"":4,""420410131014"":4,""420550106002"":4,""240430116001"":4,""420550118002"":4,""420691109002"":4,""120330025002"":4,""340190110011"":4,""540039720001"":4,""471490414032"":4,""240217675001"":4,""340190102002"":4,""360790118001"":4,""240430105001"":4,""420550113021"":4,""420550114004"":4,""361070204021"":4,""230050047024"":4,""540279683003"":4,""540039712011"":4,""240430113011"":4,""420550110003"":4,""240037401023"":4,""360710106004"":4,""371470006011"":4,""340410322004"":4,""391650319034"":4,""420550115004"":4,""420010308003"":4,""090159025003"":4,""120270104032"":4,""530050117004"":4,""420550115003"":4,""371790201003"":4,""240430106001"":4,""240430003011"":4,""240430010022"":4,""361031581032"":4,""511076110062"":4,""540379726011"":4,""250173602004"":4,""540039713001"":4,""120210106022"":4,""240430003022"":4,""421010190005"":4,""420550125011"":4,""540039711012"":4,""540039714003"":4,""240430003021"":4,""240430112014"":4,""540039718002"":4,""240430108011"":4,""250138129022"":4,""420550125012"":4,""240430010011"":4,""240430112011"":4,""240430002003"":4,""340057013022"":4,""240430104004"":4,""420550117004"":4,""420410132002"":4,""540039717003"":4,""240430113021"":4,""421279610001"":4,""450910611031"":4,""220550006043"":4,""121199112001"":4,""240217523033"":4,""421330233021"":4,""420770064011"":4,""330019653001"":4,""540039711011"":4,""360710102002"":4,""131350505481"":4,""240430009003"":4,""540039721024"":4,""420550108001"":4}","{""240430104002"":20,""240430103001"":18,""240430103002"":13,""420550119001"":10,""240430103003"":10,""370210025061"":8,""240430009003"":8,""340057013022"":7,""420550116003"":7,""540039714003"":7,""240430112021"":7,""240430104003"":7,""420550103005"":7,""540039714005"":6,""240430003011"":6,""420550125022"":5,""120210106022"":5,""340258121001"":5,""420550117003"":5,""540039711011"":5,""360650262002"":4,""240317003092"":4,""240430002003"":4,""420010301011"":4,""420550113023"":4,""420550109001"":4,""540039711024"":4,""391650319034"":4,""090075502022"":4,""120690301041"":4,""240430113011"":4,""420550120002"":4,""240430104004"":4,""240430112013"":4,""340373731003"":4,""420550105003"":4,""511650102002"":4,""090010610002"":4,""420550125011"":4,""090159025003"":4,""371470006011"":4,""420110111024"":4,""420579602003"":4,""421090701002"":4,""240430109001"":4,""250277532001"":4,""420010317002"":4,""340170191002"":4,""540039721024"":4,""360790118001"":4,""240430002002"":4,""240430104001"":4,""180890209001"":4,""240430004003"":4,""240430003021"":4,""540039720005"":4,""510690508011"":4,""450730309021"":4,""420550117002"":4,""120530407012"":4,""240430005003"":4,""240430010023"":4,""240217510031"":4,""240430109004"":4,""420550110003"":4,""090034842002"":4,""340410322004"":4,""240430010011"":4,""510030103004"":4,""370190203041"":4,""240430105001"":4,""340030191042"":4,""420550108001"":4,""360750216022"":4,""240430006011"":4,""340312463003"":4,""240430107002"":4,""250173323004"":4,""361070204021"":4,""540279683003"":4,""120510003002"":4,""240430110001"":4,""340190110011"":4,""361190050022"":4,""540039712021"":4,""420550107004"":4,""240430112014"":4,""250010153001"":4,""420550119004"":4,""420550118003"":4,""240430102002"":4,""450850006001"":4,""420550118001"":4,""240037401023"":4,""131350502131"":4,""540039719002"":4,""420550119003"":4,""250138137022"":4,""240430006012"":4,""482013410004"":4,""420550105001"":4,""540039716005"":4,""420710103004"":4,""471570205324"":4,""340270417042"":4,""120270104032"":4,""240430003012"":4}","{""US"":535}",30565.0,7.0,"{""<5"":65,""5-10"":503,""11-20"":86,""21-60"":56,""61-120"":13,""121-240"":4,"">240"":11}","{""Sunoco"":18,""Kohl's"":17,""McDonald's"":15,""TGI Fridays"":12,""rue21"":12,""Fresenius Kidney Care"":9,""Exxon Mobil"":9,""Love's Travel Stops and Country Stores"":8,""Popeyes Louisiana Kitchen"":7,""Holiday Inn"":7,""Circle K"":6,""Hobby Lobby Stores"":6,""International Trucks"":6,""U-Haul"":6,""LINE-X"":5,""Target"":5,""ConocoPhillips"":5}","{""Sheetz"":54,""McDonald's"":49,""Walmart"":43,""Exxon Mobil"":36,""Dunkin'"":32,""Dollar General"":31,""Wendy's"":30,""Lowe's"":26,""Chick-fil-A"":25,""Burger King"":25,""CVS"":25,""Sunoco"":24,""Starbucks"":23,""Taco Bell"":23,""BP"":22,""Martin's Foods"":21,""Target"":17,""Dollar Tree"":16,""Shell Oil"":16,""7-Eleven"":15}","[5,5,3,1,5,10,17,40,63,70,78,72,59,68,68,65,89,78,44,40,27,21,11,12]","{""Monday"":78,""Tuesday"":83,""Wednesday"":88,""Thursday"":111,""Friday"":147,""Saturday"":135,""Sunday"":96}","{""android"":266,""ios"":281}"
2273442,55362,zzy-222@63s-wdn-9j9,sg:f8d6722da5fb43018789f417eb5b01d6,,,Saint James Graveyard,Saint James Graveyard,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,3,2,"[0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",240430116001,"{""420010314021"":4}","{""420010314021"":5}","{""US"":4}",,88.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":1,""121-240"":1,"">240"":0}",{},"{""Jo-Ann Fabric and Craft Stores"":49,""Buick"":49,""Sheetz"":49,""Chevrolet"":49,""Michaels Stores"":49,""ALDI"":48,""Subway"":43,""Walmart"":32}","[0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0]","{""Monday"":2,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":4,""ios"":0}"
2274087,56008,228-222@63s-wsc-mhq,sg:30d91e67380246d4906f3320dbf21414,,,Chic's Seafood,300 Summit Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,135,81,"[3,4,7,4,2,1,3,8,7,9,6,3,2,2,1,4,4,3,3,2,5,2,7,13,2,4,6,4,7,7]",240430008001,"{""240430108012"":5,""240430002002"":4,""240430006021"":4,""240430003021"":4,""420430229002"":4,""240430104004"":4,""240430105003"":4,""240430010011"":4,""240430109001"":4,""240430003012"":4,""050479502003"":4,""240430006022"":4,""360930329012"":4,""540039714001"":4,""240430101001"":4,""240430008001"":4,""450450024023"":4,""240430005003"":4,""240430008002"":4,""240430001001"":4,""540039719003"":4}","{""240430001001"":6,""240430008001"":5,""240430006022"":4,""240430008003"":4,""240217753025"":4,""240430109004"":4,""240230006005"":4,""050479502003"":4,""540039711024"":4,""540039718004"":4,""240217529002"":4,""240430108012"":4,""240430003012"":4,""240430112021"":4,""240430109001"":4,""240430010011"":4}","{""US"":71}",6361.0,39.0,"{""<5"":4,""5-10"":37,""11-20"":8,""21-60"":32,""61-120"":22,""121-240"":17,"">240"":15}","{""Sheetz"":33,""Simon mall"":29,""J.Crew"":25,""Honda"":12,""Subway"":11}","{""Sheetz"":56,""Walmart"":44,""McDonald's"":43,""Exxon Mobil"":33,""Lowe's"":30,""CVS"":28,""Simon mall"":26,""Chick-fil-A"":24,""Dollar General"":21,""Taco Bell"":20,""Arby's"":19,""Wendy's"":19,""Target"":18,""Dairy Queen"":17,""Sam's Club"":16,""Martin's Foods"":15,""Dunkin'"":15,""Fresenius Kidney Care"":15,""Dollar Tree"":14,""Goodwill Industries"":14}","[1,1,1,2,2,3,9,14,14,17,18,20,18,16,27,32,37,39,33,28,10,6,1,2]","{""Monday"":12,""Tuesday"":11,""Wednesday"":14,""Thursday"":21,""Friday"":29,""Saturday"":33,""Sunday"":15}","{""android"":53,""ios"":30}"
2275428,57349,zzw-223@63s-whq-ks5,sg:a493d685d57d4e4f9bca5002668e9ea7,,,Queendom Organic's,148 N Potomac St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,5,5,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0]",240430005001,{},"{""540039718001"":7,""240430112012"":4}","{""US"":5}",6069.0,10.0,"{""<5"":0,""5-10"":3,""11-20"":2,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}","{""GameStop"":50}","{""Sheetz"":79,""Dollar Tree"":75,""McDonald's"":65,""Target"":53,""Chick-fil-A"":53,""Martin's Foods"":40,""M&T Bank"":40,""Mission BBQ"":40,""TGI Fridays"":40,""Tropical Smoothie Café"":39,""Five Guys"":39,""Jersey Mike's"":39,""IHOP"":38,""Olive Garden"":38,""Chipotle Mexican Grill"":38,""Kohl's"":38,""Sam's Club"":37,""Dunkin'"":36,""CVS"":35,""Wendy's"":34}","[0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":2,""Thursday"":0,""Friday"":3,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
2277748,59671,zzy-222@63s-vym-t5f,sg:78a391dd95614f9aa9375aaf3f1ade14,,,Maryland Cooperative Ext of Umd Ag Center,Sharpsburg Pike,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,3,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0]",240430109002,"{""340057011041"":4}",{},{},,20.0,"{""<5"":0,""5-10"":0,""11-20"":2,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},"{""Sav-on Pharmacy"":100,""Lidl"":100,""Westin Hotels & Resorts"":100,""Wegmans Food Markets"":100,""TGI Fridays"":100,""Edible Arrangements"":100,""ShopRite"":100,""Days Inn"":100,""Burlington"":99,""Mattress Firm"":99,""BJ's Wholesale Club"":99,""Firehouse Subs"":99,""Big Lots Stores"":99,""Wawa"":99,""Five Below"":99,""IHOP"":98,""Domino's Pizza"":98,""Popeyes Louisiana Kitchen"":98,""Ross Stores"":98,""KFC"":98}","[0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":3,""Sunday"":0}","{""android"":0,""ios"":0}"
2278606,60529,225-222@63s-whj-bhq,sg:c4a51d7966484adf8d1363ab674a7f0e,,,Krumpe's DO Nut Shop,912 Maryland Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,422,242,"[13,29,7,4,17,12,12,17,25,9,6,9,16,11,20,27,11,7,16,9,14,19,21,11,5,14,13,12,14,22]",240430008003,"{""240430008003"":12,""540039719002"":7,""240430005003"":6,""240430010021"":6,""240430105003"":6,""240430006021"":6,""240430112023"":6,""240430103003"":5,""240430108022"":5,""420550116002"":5,""511498503021"":5,""240430010013"":4,""240430103002"":4,""240430112013"":4,""420550114005"":4,""240430003022"":4,""511319301004"":4,""240217753021"":4,""511076118063"":4,""240430104002"":4,""240430104004"":4,""240430010023"":4,""240317006163"":4,""420550122002"":4,""240217512024"":4,""490572105061"":4,""240430111001"":4,""240430109002"":4,""240430111004"":4,""261519701002"":4,""240430102003"":4,""420550125011"":4,""240430010022"":4,""240010005002"":4,""540379722012"":4,""240430006022"":4,""240217529002"":4,""240010019001"":4,""240037304022"":4,""420410103003"":4,""240430008001"":4,""240217528011"":4,""240135075003"":4,""240217526013"":4,""245102708055"":4}","{""240430103003"":6,""240430111001"":6,""511076118042"":5,""240430010023"":5,""240430005003"":5,""240430114002"":4,""245102708055"":4,""240217526032"":4,""540039711011"":4,""240430112021"":4,""240430112022"":4,""240037304022"":4,""420550125021"":4,""240430108012"":4,""540379722012"":4,""540039718003"":4,""511319301004"":4,""420550116002"":4,""420410103003"":4,""240430007002"":4,""540659710002"":4,""240217512024"":4,""240217753021"":4,""240217523033"":4,""240430010021"":4,""240430108021"":4,""240430107001"":4,""420550103005"":4,""420550122002"":4,""540039711024"":4,""240430104002"":4,""240217735001"":4,""420210123002"":4,""240430112023"":4,""240217523021"":4,""511498503021"":4,""240430004003"":4,""240430010011"":4,""240430105003"":4,""240217526013"":4,""420550117004"":4,""420550117002"":4,""240430108022"":4,""240430006021"":4,""240430007003"":4,""240430008003"":4,""240430003012"":4,""240430114003"":4,""240430104004"":4}","{""US"":230}",11968.0,10.0,"{""<5"":14,""5-10"":199,""11-20"":54,""21-60"":82,""61-120"":25,""121-240"":37,"">240"":11}","{""Simon mall"":19,""TGI Fridays"":11,""Taco Bell"":10,""Exxon Mobil"":8,""Cellular Sales"":8,""Jersey Mike's"":8,""Dunkin'"":7}","{""Sheetz"":56,""McDonald's"":43,""Walmart"":37,""Lowe's"":32,""Chick-fil-A"":30,""Simon mall"":26,""Dollar General"":25,""Exxon Mobil"":25,""CVS"":24,""Wendy's"":22,""Target"":21,""Burger King"":20,""Martin's Foods"":19,""Dollar Tree"":19,""Dunkin'"":18,""Sam's Club"":18,""Starbucks"":18,""Taco Bell"":17,""Weis Markets"":16,""Arby's"":13}","[16,27,6,8,25,24,9,10,15,24,26,24,25,19,15,9,8,19,51,63,116,91,78,39]","{""Monday"":56,""Tuesday"":50,""Wednesday"":49,""Thursday"":83,""Friday"":124,""Saturday"":38,""Sunday"":22}","{""android"":113,""ios"":130}"
2278808,60732,23g-222@63s-w38-kzz,sg:d6d4ef9dffd843ad95fe2bd231da016a,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,The Vape Saloon,495 Premium Outlets Blvd Ste 655,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,186,116,"[9,11,13,0,4,6,8,8,3,12,6,2,7,10,3,12,14,5,4,2,4,3,7,11,9,2,1,4,2,4]",240430010011,"{""240430010011"":9,""360811347001"":5,""420550115004"":5,""240217528022"":4,""421330221001"":4,""540039712011"":4,""420792101001"":4,""540779638001"":4,""510594825043"":4,""240430104002"":4,""420010312012"":4,""240430010022"":4,""240430116001"":4,""240430008002"":4,""240430115001"":4,""240276040022"":4,""420010316003"":4,""240430005003"":4,""420579603003"":4,""240010010001"":4,""240317012101"":4,""240430109002"":4,""420550117002"":4,""420031405002"":4,""540039712021"":4,""240010001003"":4,""540039714003"":4,""518400003024"":4}","{""120610507032"":6,""420550118001"":4,""240430112021"":4,""420010316003"":4,""240430108012"":4,""240217519012"":4,""540039717002"":4,""240430010012"":4,""240430102001"":4,""540610101021"":4,""240430116001"":4,""240430111001"":4,""240430108021"":4,""240430112013"":4,""540330304001"":4,""240430114001"":4,""420550115004"":4,""371010411033"":4,""240430010011"":4,""240430010022"":4,""540779638001"":4,""240430006022"":4}","{""US"":100}",21627.0,24.0,"{""<5"":8,""5-10"":45,""11-20"":32,""21-60"":45,""61-120"":19,""121-240"":18,"">240"":19}","{""Fresenius Kidney Care"":100,""Simon mall"":99,""Dairy Queen"":99,""Auntie Anne's"":50,""LOFT Outlet"":25,""Subway"":17,""Sam's Club Fuel Center"":14,""Arby's"":9}","{""Simon mall"":98,""Sheetz"":40,""Chick-fil-A"":26,""Walmart"":25,""McDonald's"":25,""Target"":24,""Lowe's"":20,""Sam's Club"":17,""Dunkin'"":17,""Dollar General"":15,""Taco Bell"":14,""Starbucks"":13,""Exxon Mobil"":12,""Walgreens"":12,""CVS"":12,""ALDI"":11,""Sunoco"":11,""Auntie Anne's"":11,""T.J. Maxx"":11,""Kohl's"":11}","[1,0,0,0,1,1,0,0,0,12,22,20,25,33,36,34,31,34,26,21,36,39,26,9]","{""Monday"":12,""Tuesday"":16,""Wednesday"":26,""Thursday"":25,""Friday"":37,""Saturday"":50,""Sunday"":20}","{""android"":54,""ios"":60}"
2279958,61883,zzw-225@63s-whd-99f,sg:3f34c6f5a3e948128fac840d5875b640,,,Christa Martin CRNP Southside Pediatrics & Adult Care,1185 Mount Aetna Rd Ste 102,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,38,18,"[2,1,0,0,0,1,1,0,2,0,0,4,5,3,0,0,0,0,1,3,1,1,0,0,0,4,1,4,4,0]",240430111003,"{""240430001002"":4}","{""240430001002"":4,""240430115001"":4}","{""US"":19}",8096.0,51.0,"{""<5"":2,""5-10"":3,""11-20"":1,""21-60"":14,""61-120"":7,""121-240"":10,"">240"":1}","{""Buick"":25}","{""Sheetz"":66,""Lowe's"":50,""McDonald's"":46,""Chick-fil-A"":43,""Wendy's"":33,""Simon mall"":31,""CVS"":28,""Martin's Foods"":28,""Walgreens"":27,""Dollar General"":26,""Sam's Club"":25,""Dairy Queen"":24,""Dunkin'"":24,""Burger King"":23,""Dollar Tree"":22,""Taco Bell"":22,""Walmart"":21,""Subway"":21,""Sunoco"":20,""Starbucks"":19}","[1,1,1,1,1,1,1,1,8,11,10,8,10,8,5,6,7,5,4,3,1,1,1,1]","{""Monday"":9,""Tuesday"":10,""Wednesday"":9,""Thursday"":7,""Friday"":3,""Saturday"":0,""Sunday"":0}","{""android"":13,""ios"":10}"
